Temperature,Humidity,NDVI,Built-up,Population,Latitude,Longitude,Risk
31,36,0.54,87,32034,23.0793,79.6772,Low
45,66,0.76,26,32800,8.7661,89.8372,Low
41,65,0.5,36,44859,22.3742,83.5938,Low
34,49,0.41,37,40471,10.2586,78.2154,Low
41,46,0.74,44,19071,25.247,80.3268,Low
47,53,0.17,57,19700,19.6847,86.2074,Medium
30,79,0.75,46,33537,11.0015,89.0722,Low
34,81,0.13,84,48419,14.1581,78.2829,Low
46,86,0.5,50,22095,28.8111,69.1879,Low
47,21,0.28,34,41721,31.797,84.0846,Low
31,81,0.55,82,32777,16.2843,94.0575,Low
30,46,0.55,36,41365,19.076,72.6358,Low
43,43,0.62,88,39403,17.0983,75.8813,Medium
38,27,0.74,26,37060,28.0739,87.8776,Low
28,85,0.42,72,32206,27.2847,92.1378,Low
34,66,0.16,91,2116,21.8105,83.1669,Low
32,78,0.19,37,5181,11.1279,91.4682,Low
35,74,0.3,36,46008,12.2098,83.2368,Low
42,38,0.22,94,22212,18.7561,90.9576,High
42,58,0.19,77,13164,25.4845,82.4206,High
45,70,0.13,66,43627,23.6412,80.8215,Medium
34,74,0.61,65,20761,26.1901,85.2479,Low
28,69,0.39,79,34747,23.4626,71.2951,Low
48,26,0.8,42,15716,19.2614,80.6588,Low
28,33,0.58,80,38259,8.5927,73.2583,Low
35,70,0.18,87,11269,22.8363,93.4889,Low
41,70,0.66,27,14932,17.4547,88.91,Low
48,53,0.55,37,15843,33.2084,75.4502,Low
31,48,0.26,61,29519,17.6016,72.6843,Low
40,49,0.67,23,35488,8.7316,86.4525,Low
40,76,0.14,81,37399,36.2027,95.6507,Medium
42,25,0.75,66,39195,34.7594,80.1098,Medium
42,80,0.66,36,19939,27.642,81.2444,Low
43,45,0.3,30,18830,30.4827,79.668,Low
41,24,0.56,50,10814,25.8283,74.2096,Low
34,80,0.6,51,34281,19.6518,70.6549,Low
37,57,0.75,63,30183,16.6148,93.9705,Medium
48,65,0.23,73,22672,17.0579,80.834,High
48,85,0.34,21,20475,29.2355,91.464,Low
48,81,0.2,31,49540,20.3803,78.2299,Low
46,21,0.43,81,44320,22.8061,75.373,Medium
30,47,0.63,60,21160,25.5342,89.5874,Low
30,55,0.6,40,47399,21.3993,72.9213,Low
42,81,0.2,74,15188,16.2586,73.7449,High
46,40,0.1,64,34779,24.2584,92.209,Medium
32,73,0.48,79,22226,30.4454,68.2892,Low
34,78,0.79,49,39880,18.2026,92.6583,Low
35,90,0.73,71,39525,10.5976,94.2779,Low
48,74,0.52,56,40962,35.5,74.4892,Medium
30,82,0.2,23,14687,32.9574,94.7721,Low
28,73,0.38,24,9254,27.4926,70.6745,Low
31,68,0.79,52,18365,33.8302,77.0275,Low
46,76,0.72,62,29768,14.3707,84.8635,Medium
30,31,0.4,25,28858,11.0273,83.8907,Low
48,63,0.7,80,19399,13.007,80.3877,Medium
45,82,0.65,51,27736,34.677,79.1489,Medium
28,42,0.15,32,18818,25.0944,84.4208,Low
39,51,0.15,70,20082,8.1128,93.8408,Medium
41,28,0.7,84,5252,21.3161,92.0896,Medium
48,53,0.44,66,10481,11.9568,78.4179,Medium
41,30,0.21,37,33869,31.0052,85.4904,Low
33,62,0.54,71,35148,19.6178,94.9391,Low
48,82,0.24,52,47729,34.4112,96.7035,Medium
42,59,0.76,74,27868,10.9814,72.0903,Medium
42,21,0.17,81,4011,28.7005,86.2306,High
30,67,0.62,27,37613,35.3298,92.3705,Low
34,82,0.65,44,41128,36.3551,69.0232,Low
28,68,0.12,88,28141,24.7137,83.1024,Low
35,70,0.75,78,12458,24.7299,74.4163,Low
39,58,0.3,48,15608,15.1081,82.8316,Low
37,78,0.53,68,40410,26.7395,81.7514,Medium
43,54,0.25,49,34762,28.7816,90.7355,Low
37,52,0.21,23,10854,9.3478,89.5415,Low
43,87,0.16,63,10357,12.9373,73.1978,Medium
36,90,0.56,54,17176,23.694,94.2726,Medium
44,36,0.37,44,15080,27.7152,86.9884,Low
38,30,0.67,89,40069,11.6245,84.2121,Medium
34,90,0.59,86,46834,17.0316,81.0512,Low
32,65,0.71,68,48016,14.8277,88.8304,Low
32,27,0.25,59,14328,29.6272,71.2974,Low
48,85,0.14,77,18935,12.0825,94.6882,High
34,25,0.25,34,17583,28.8452,78.2412,Low
36,82,0.54,67,43743,14.0092,70.0697,Medium
40,39,0.36,75,41751,25.0643,75.5356,Medium
31,41,0.74,53,16882,28.692,69.5699,Low
32,58,0.61,44,22205,17.9615,88.058,Low
33,54,0.79,82,2557,23.6564,82.7373,Low
38,86,0.23,90,13521,27.2207,89.8903,Medium
30,27,0.77,75,2500,35.1473,85.0136,Low
31,30,0.29,67,29780,33.4421,70.135,Low
45,50,0.54,94,20315,21.3083,90.1681,Medium
47,22,0.17,45,30868,24.2717,78.8644,Low
34,63,0.2,27,12610,14.4764,68.0793,Low
35,46,0.68,66,9864,20.8743,88.7044,Low
43,71,0.51,56,31993,21.9049,89.4135,Medium
46,49,0.37,71,45595,35.1515,81.8367,Medium
38,63,0.68,83,19104,18.8835,76.3486,Medium
40,80,0.23,39,41309,22.8092,71.5291,Low
29,20,0.42,76,11393,29.5895,75.7541,Low
44,38,0.7,92,2010,14.902,81.8115,Medium
31,65,0.36,35,23865,9.9656,84.5305,Low
42,72,0.74,63,40864,33.2093,75.0716,Medium
29,48,0.34,83,49104,25.8436,86.0025,Low
37,68,0.16,44,27535,16.684,85.3822,Low
44,54,0.42,79,33030,24.9169,86.9197,Medium
28,85,0.78,76,13944,24.8856,71.3162,Low
46,30,0.16,63,37775,9.79,75.6613,Medium
37,82,0.63,23,30381,36.487,71.9098,Low
34,42,0.48,61,48658,26.4497,87.4288,Low
43,84,0.7,73,37195,11.3034,75.0261,Medium
30,76,0.13,27,6974,30.4102,77.7228,Low
31,58,0.39,38,5621,19.0923,77.8101,Low
43,76,0.74,62,14197,9.4202,91.0033,Medium
35,31,0.79,78,9751,29.4549,89.1661,Low
32,40,0.2,92,41301,33.0501,85.1948,Low
48,47,0.11,60,14755,25.2857,93.9875,Medium
48,35,0.31,60,40995,28.9009,93.2996,Medium
40,59,0.45,73,35479,10.1357,92.0887,Medium
30,49,0.69,76,32966,31.7085,87.5862,Low
30,64,0.23,51,27877,29.9897,77.3535,Low
42,61,0.65,94,5683,18.9005,89.15,Medium
39,56,0.16,29,41330,30.0519,94.1277,Low
36,33,0.3,67,24352,23.0878,88.6447,Medium
37,79,0.15,89,24611,23.131,74.9676,Medium
29,49,0.6,59,5004,18.6326,83.2234,Low
40,30,0.28,36,29101,36.5673,82.3287,Low
43,21,0.43,62,45931,21.6871,89.7728,Medium
33,41,0.49,74,28748,31.276,90.9473,Low
33,63,0.71,46,48413,28.0892,68.2173,Low
29,32,0.21,58,6180,34.1507,74.4986,Low
40,28,0.5,60,36353,16.0638,68.5795,Medium
29,29,0.2,40,7403,34.7451,81.9007,Low
34,27,0.45,35,35221,18.0066,75.2574,Low
29,67,0.67,29,8473,29.8033,72.9379,Low
37,41,0.49,38,19011,27.1003,84.6973,Low
42,35,0.37,43,48301,18.4563,90.2331,Low
38,65,0.63,76,8440,19.6151,79.3486,Medium
44,58,0.53,22,48045,28.4468,96.4657,Low
35,45,0.16,38,18290,20.3509,72.3625,Low
34,72,0.54,25,21072,28.8321,78.1171,Low
39,22,0.43,73,25352,18.6821,79.8436,Medium
45,33,0.21,75,26438,34.2692,79.1486,High
32,40,0.15,95,20801,21.4514,71.4106,Low
30,43,0.18,77,49654,18.2741,93.1193,Low
34,29,0.49,29,32266,23.2979,75.5165,Low
35,66,0.48,50,4342,19.0398,72.0076,Low
43,74,0.6,32,33760,28.6704,92.7194,Low
30,67,0.67,39,41917,12.83,81.9918,Low
41,51,0.66,48,30321,36.8301,80.2101,Low
39,35,0.75,73,49772,34.8411,84.6757,Medium
47,55,0.17,74,30253,27.3661,91.0792,High
38,65,0.76,20,18160,28.8013,96.183,Low
30,24,0.37,67,5610,17.6858,96.7465,Low
47,81,0.44,41,24070,31.4119,80.4692,Low
31,68,0.34,36,40751,36.8723,90.5694,Low
47,54,0.26,50,49698,32.8073,91.6807,Low
43,21,0.73,53,25715,9.1885,89.2763,Medium
45,84,0.43,22,17307,21.0912,82.3478,Low
29,31,0.16,84,46954,14.455,95.5252,Low
28,59,0.55,64,26520,16.8595,86.6691,Low
30,90,0.29,43,6902,32.1315,95.037,Low
32,78,0.17,87,18699,20.0148,68.5479,Low
43,46,0.37,20,14664,13.5592,83.314,Low
44,81,0.16,60,22875,36.4111,87.9018,Medium
41,68,0.58,59,23828,32.6186,82.5079,Medium
39,78,0.59,90,6735,31.7745,84.9395,Medium
46,43,0.14,63,38512,17.4535,96.3159,Medium
42,86,0.19,63,41513,34.904,93.1601,Medium
31,20,0.77,66,15062,12.0221,95.4233,Low
43,43,0.51,58,7226,18.2844,79.7966,Medium
29,61,0.34,22,49121,36.4127,70.0653,Low
42,48,0.75,49,39630,8.7371,73.0709,Low
32,35,0.26,72,12257,17.5145,76.103,Low
42,23,0.32,31,26557,35.57,77.2766,Low
37,55,0.62,44,27073,20.9664,92.1171,Low
34,64,0.56,60,41571,30.6518,70.6841,Low
36,57,0.26,22,15341,30.9701,83.0946,Low
45,81,0.73,89,36350,36.3098,79.2585,Medium
28,33,0.65,76,22259,21.3403,89.7461,Low
42,67,0.11,91,42372,24.0324,77.874,High
43,55,0.39,33,49311,32.8813,73.103,Low
30,44,0.31,33,6155,29.4724,77.8586,Low
39,51,0.15,37,29828,12.0745,69.9284,Low
40,42,0.72,24,46955,27.3913,70.0894,Low
48,44,0.33,32,18277,33.821,78.9637,Low
45,27,0.13,88,26620,25.8869,72.7265,High
39,67,0.41,75,33336,28.8876,68.9167,Medium
29,38,0.51,33,12188,36.2813,85.9061,Low
37,39,0.69,93,15372,20.0733,80.6933,Medium
39,82,0.26,34,34218,23.2379,86.2146,Low
37,79,0.1,47,10370,18.7934,68.6485,Low
42,76,0.29,41,9539,14.7421,73.1453,Low
30,68,0.59,75,38493,32.1814,92.0211,Low
38,69,0.25,95,35790,17.3436,75.3675,Medium
44,88,0.23,25,28628,20.1963,84.9585,Low
46,77,0.8,68,33235,24.8384,84.5517,Medium
36,44,0.64,31,4928,22.9267,93.36,Low
39,20,0.69,93,13399,36.3343,75.3212,Medium
28,66,0.4,81,12921,22.3434,93.0603,Low
40,36,0.44,56,19827,11.9516,74.5844,Medium
45,65,0.59,70,39421,19.0666,92.7369,Medium
28,43,0.47,61,48108,15.4469,93.038,Low
42,68,0.57,41,44482,34.084,96.5659,Low
42,77,0.75,27,43853,33.6924,87.9266,Low
29,82,0.2,92,32730,22.7015,90.3705,Low
43,58,0.11,42,34296,21.9461,81.8562,Low
48,41,0.11,20,16125,26.8123,91.0047,Low
30,71,0.74,54,44437,26.9196,70.0577,Low
30,74,0.55,56,22042,25.9643,68.5182,Low
40,42,0.79,63,41597,25.3251,84.0207,Medium
29,37,0.53,42,34094,13.1141,94.1704,Low
31,31,0.53,78,43520,34.5485,76.2533,Low
41,23,0.74,39,43764,9.2618,68.1814,Low
28,45,0.64,67,21564,34.8837,82.8072,Low
42,85,0.8,47,7969,27.4289,94.4274,Low
39,80,0.22,86,37093,17.406,89.1601,Medium
44,64,0.12,56,29880,35.4758,87.766,Medium
44,53,0.41,75,2689,20.377,95.3513,Medium
39,22,0.13,36,36260,35.4241,68.5642,Low
46,46,0.77,91,46782,10.9003,70.402,Medium
42,55,0.53,70,21878,17.5047,71.1819,Medium
35,65,0.19,62,20543,24.747,95.7029,Low
28,31,0.74,66,41699,25.7751,68.2821,Low
32,76,0.27,56,5187,20.7982,83.9956,Low
28,38,0.29,88,4417,21.2625,94.4631,Low
29,83,0.65,86,24975,26.8531,77.6678,Low
46,80,0.15,54,37316,33.0495,81.2864,Medium
45,65,0.45,41,5071,14.9684,95.6425,Low
33,60,0.58,32,41238,31.8064,91.0975,Low
39,34,0.62,66,13594,14.5968,85.7002,Medium
47,65,0.23,29,44555,15.3663,91.8253,Low
41,82,0.28,55,27708,36.7689,90.8438,Medium
43,45,0.69,46,11676,19.1996,90.984,Low
31,34,0.5,69,37280,18.4272,81.6504,Low
33,29,0.52,51,47542,20.9502,91.2085,Low
28,31,0.47,82,25757,17.337,90.1278,Low
43,24,0.74,90,41930,10.7381,72.4694,Medium
28,25,0.35,60,22474,13.1124,80.7804,Low
29,55,0.29,87,29556,12.2064,70.8409,Low
28,21,0.53,86,25956,25.2145,80.5115,Low
46,59,0.33,39,49780,32.7034,80.1649,Low
39,69,0.71,29,9902,25.138,79.8781,Low
30,71,0.59,92,48888,16.8634,76.0191,Low
30,80,0.33,44,18329,21.0612,70.4754,Low
45,56,0.59,67,26202,34.3244,68.9032,Medium
37,86,0.46,48,9947,26.9675,70.5716,Low
34,68,0.38,40,5559,18.7943,71.7504,Low
47,61,0.55,71,42695,30.9668,74.0587,Medium
41,64,0.48,49,20421,23.4174,76.0793,Low
28,62,0.3,26,35565,29.4118,96.1282,Low
42,44,0.23,55,32996,29.875,70.0141,Medium
42,33,0.23,70,41945,35.9376,89.3449,Medium
38,45,0.44,68,22141,28.4129,92.5927,Medium
45,73,0.43,55,39295,31.0766,93.6535,Medium
36,50,0.25,59,13653,24.693,86.4114,Medium
43,32,0.77,90,12314,23.1755,75.1697,Medium
30,27,0.47,70,19660,28.6305,85.7482,Low
34,69,0.7,84,22846,16.0161,87.5926,Low
33,36,0.34,83,27214,15.1667,96.3563,Low
29,34,0.43,75,3920,19.4974,78.5869,Low
46,23,0.19,25,2637,22.8979,74.3732,Low
46,57,0.68,39,28847,12.3541,76.1847,Low
48,62,0.53,22,38789,26.3319,73.0652,Low
28,77,0.3,89,29846,20.8234,95.4959,Low
45,59,0.51,37,38894,20.437,71.5073,Low
40,33,0.2,81,41132,34.0859,70.4505,Medium
47,28,0.51,50,8200,25.703,81.7348,Low
38,84,0.54,61,25563,10.3802,82.8424,Medium
35,72,0.32,60,16101,33.9496,74.35,Low
44,45,0.46,80,29252,24.0308,96.8134,Medium
40,65,0.33,50,25324,10.5523,89.3829,Low
30,85,0.58,67,25627,23.9002,87.344,Low
44,83,0.49,82,14304,17.6147,80.6954,Medium
48,59,0.25,71,24213,18.4903,70.8264,High
46,59,0.31,68,44451,18.4071,91.541,Medium
41,33,0.28,41,30582,27.6358,84.3091,Low
28,33,0.42,58,17439,34.767,77.3687,Low
31,54,0.24,38,26957,31.4808,87.4916,Low
48,64,0.6,52,17279,12.0022,72.3443,Medium
46,88,0.73,67,25905,15.664,81.9331,Medium
28,57,0.11,43,45028,13.6873,77.7582,Low
43,82,0.33,21,45382,34.7392,77.4083,Low
40,30,0.76,87,44020,14.6753,92.9635,Medium
31,69,0.58,67,14916,32.6768,69.4257,Low
37,73,0.63,93,49958,15.9312,76.8709,Medium
37,34,0.22,93,24018,19.9614,77.043,Medium
48,75,0.55,30,10464,34.3842,68.4566,Low
48,21,0.46,26,39449,8.3044,71.6889,Low
29,44,0.31,60,30135,13.4543,93.6795,Low
46,71,0.17,38,23500,9.6874,69.1693,Low
44,69,0.78,84,16195,20.9038,96.0662,Medium
46,38,0.43,21,6922,11.5787,96.0574,Low
40,83,0.62,74,28958,11.5317,68.0738,Medium
42,61,0.71,92,6052,15.3376,71.9905,Medium
40,50,0.24,54,10159,14.5508,79.991,Medium
41,38,0.77,67,42059,18.7109,69.9586,Medium
47,71,0.56,30,31262,17.3748,85.2947,Low
45,39,0.57,44,32912,20.5238,91.5605,Low
35,73,0.73,47,5626,20.5356,90.8365,Low
40,47,0.55,20,15250,13.9442,81.2128,Low
34,54,0.72,68,13015,15.8415,83.687,Low
38,75,0.76,72,36469,36.5895,73.8035,Medium
41,52,0.16,36,29556,29.4248,78.3333,Low
33,49,0.44,48,12622,36.7454,90.5304,Low
29,44,0.66,24,33566,25.5827,86.2927,Low
36,20,0.34,20,34917,31.5528,74.8616,Low
35,42,0.18,65,49182,15.8593,71.5165,Low
46,45,0.65,73,14984,21.602,91.6028,Medium
41,66,0.47,31,28786,11.2856,89.5281,Low
46,86,0.32,44,3116,13.2445,68.8919,Low
42,30,0.64,41,7105,15.3232,85.571,Low
42,67,0.46,85,10356,20.7921,81.1875,Medium
40,39,0.3,60,3585,27.41,76.4496,Medium
47,33,0.51,51,47877,13.396,77.0406,Medium
43,80,0.48,44,21135,32.512,94.6245,Low
36,68,0.24,69,21202,16.4939,72.4269,Medium
41,51,0.63,36,33115,8.9735,71.4324,Low
37,45,0.51,60,41225,19.0546,75.8487,Medium
47,29,0.4,23,29874,22.9034,77.7995,Low
28,42,0.52,61,39715,24.7627,78.424,Low
37,24,0.44,55,36624,19.7234,70.4005,Medium
32,67,0.28,75,37337,15.9464,85.2038,Low
37,88,0.56,35,25624,36.1643,80.8859,Low
44,90,0.55,43,3191,8.7159,77.8456,Low
43,64,0.65,41,44474,33.7089,89.4012,Low
43,90,0.57,89,2367,32.0262,73.8919,Medium
41,63,0.13,51,6827,24.0187,94.4149,Medium
34,38,0.36,32,30910,12.7793,89.1515,Low
32,80,0.52,36,44325,19.1911,75.8776,Low
41,27,0.21,49,33745,31.5001,80.7934,Low
31,63,0.27,91,4448,13.2512,82.9361,Low
35,23,0.22,74,28369,15.162,92.6816,Low
29,43,0.17,86,49291,10.9748,85.9955,Low
31,43,0.18,31,43764,20.4678,70.4784,Low
48,80,0.68,35,32651,34.3943,91.6275,Low
46,82,0.6,35,19144,13.0234,92.7604,Low
39,29,0.42,53,20969,36.4575,69.9238,Medium
30,30,0.1,37,23491,18.9349,73.2662,Low
36,88,0.24,54,35867,32.3363,92.2011,Medium
43,68,0.51,82,45059,18.467,71.6047,Medium
30,87,0.31,40,44717,13.7874,95.6963,Low
32,44,0.49,30,22707,17.7999,77.8494,Low
37,62,0.27,40,26313,33.9199,93.8087,Low
46,22,0.42,35,14148,29.3002,77.5997,Low
47,60,0.75,52,23891,34.8202,79.7997,Medium
35,51,0.25,72,3146,27.7298,84.5213,Low
48,46,0.16,29,7759,18.1679,94.4587,Low
41,40,0.21,20,13342,17.7284,76.4563,Low
32,23,0.63,28,48380,34.8274,73.5259,Low
43,89,0.25,50,10122,26.391,75.631,Low
45,22,0.54,89,44947,20.6397,88.3453,Medium
36,79,0.21,27,43136,26.7013,78.4011,Low
35,28,0.34,33,33885,35.5111,92.1905,Low
32,81,0.24,59,42221,17.7639,96.0629,Low
47,76,0.17,39,11995,9.4153,89.3057,Low
28,90,0.12,29,23139,24.1281,95.6807,Low
33,87,0.63,90,22161,18.3465,74.663,Low
38,26,0.26,45,41323,30.6125,89.0043,Low
35,62,0.67,47,49461,13.7444,87.3486,Low
40,45,0.14,25,39255,11.1619,76.8102,Low
31,47,0.42,53,3916,24.73,77.6353,Low
37,61,0.63,48,29855,15.2063,81.3615,Low
45,33,0.65,39,24040,9.7598,96.0556,Low
41,81,0.57,72,16916,19.0989,86.1688,Medium
32,62,0.3,85,45972,11.2145,78.4929,Low
34,40,0.75,88,25346,33.5572,75.5529,Low
38,76,0.52,76,45562,30.6131,71.7778,Medium
46,56,0.7,60,28810,24.0679,74.3768,Medium
36,57,0.32,61,15636,36.7104,79.7165,Medium
36,32,0.66,75,16673,30.7872,69.5974,Medium
28,89,0.54,33,41962,30.9913,96.2316,Low
38,85,0.44,42,29456,19.4179,89.1053,Low
47,89,0.43,29,20350,14.7856,90.2379,Low
31,89,0.74,83,29673,35.6108,81.178,Low
47,39,0.31,77,21854,30.6997,80.3584,Medium
44,39,0.44,65,44468,20.3593,87.3167,Medium
39,52,0.6,65,11016,29.5684,94.4736,Medium
37,87,0.52,55,22715,22.5559,83.8686,Medium
44,46,0.12,34,4394,11.9316,95.8562,Low
36,20,0.19,80,13140,30.9399,72.535,Medium
34,90,0.19,64,44259,12.0459,96.854,Low
41,54,0.43,23,30603,13.8734,94.4699,Low
34,45,0.69,66,39517,14.4131,83.3813,Low
28,49,0.56,45,14292,15.6661,93.7456,Low
43,90,0.71,66,9562,31.7482,74.4042,Medium
30,81,0.67,37,17314,27.1827,81.3524,Low
33,84,0.72,58,25363,10.8742,93.1608,Low
43,59,0.19,75,28061,31.2041,94.0873,High
37,35,0.29,94,37707,26.5529,75.8708,Medium
36,67,0.28,33,40023,36.909,89.8205,Low
30,38,0.17,83,19420,29.264,88.7607,Low
44,43,0.66,64,41654,19.1341,86.8127,Medium
29,24,0.45,94,38406,20.2157,77.5616,Low
35,82,0.26,80,22928,21.612,85.799,Low
34,56,0.35,91,26533,26.4685,77.7502,Low
32,53,0.36,50,6566,14.4616,96.064,Low
41,30,0.77,26,19924,31.69,79.0704,Low
40,56,0.37,79,46981,31.0853,69.5677,Medium
32,86,0.21,54,34192,16.5055,73.9961,Low
43,68,0.55,24,44128,36.5138,86.612,Low
47,36,0.65,21,47611,34.7237,77.6257,Low
39,65,0.79,74,45315,15.0104,78.8958,Medium
38,23,0.33,43,12415,28.1354,80.2588,Low
40,67,0.25,42,46446,35.1386,79.5923,Low
33,88,0.71,85,19204,15.4815,68.357,Low
30,86,0.33,23,32444,22.1711,75.5989,Low
45,89,0.29,29,9560,32.6154,90.6747,Low
34,31,0.37,60,19602,15.5585,74.0545,Low
37,32,0.25,71,48685,15.355,82.9673,Medium
46,64,0.3,63,38638,23.8812,91.2107,Medium
39,22,0.15,50,43709,31.5988,95.1274,Low
31,47,0.6,74,14146,13.8095,69.9833,Low
34,73,0.61,72,45425,17.7464,82.9173,Low
48,26,0.24,24,5217,34.2144,73.5902,Low
42,37,0.24,65,11296,19.5792,92.0057,Medium
44,75,0.3,86,19115,8.7328,87.9184,Medium
36,41,0.54,69,31412,33.493,73.9753,Medium
34,79,0.67,78,40532,20.3841,69.5062,Low
45,24,0.73,32,24966,12.0054,81.7053,Low
34,61,0.41,53,42326,29.3123,96.0794,Low
46,50,0.63,44,49292,13.8526,68.4008,Low
44,72,0.32,47,8417,18.9331,79.5477,Low
39,35,0.56,93,3142,27.8852,91.0242,Medium
37,72,0.72,62,39971,18.4682,95.226,Medium
28,80,0.25,78,4679,9.8675,94.6122,Low
28,35,0.53,58,12370,13.2213,70.0177,Low
34,34,0.74,76,19498,8.1523,90.5918,Low
46,39,0.65,83,49278,9.7847,87.9178,Medium
40,20,0.77,40,8549,11.8636,86.1736,Low
43,46,0.37,24,19732,22.6368,84.6205,Low
33,71,0.35,57,5433,34.0326,76.1148,Low
32,69,0.25,79,20532,32.4501,90.1249,Low
41,52,0.72,26,13877,15.1344,70.6119,Low
34,56,0.71,32,9782,9.009,86.5335,Low
39,31,0.22,73,12166,16.4343,68.9204,Medium
48,65,0.3,21,18551,27.3889,79.9167,Low
38,26,0.41,72,36252,22.0006,79.5317,Medium
34,28,0.2,95,33373,16.8958,83.4505,Low
41,62,0.44,89,23529,33.5616,72.0708,Medium
47,64,0.14,94,37544,8.8392,94.0017,High
35,90,0.66,22,16600,36.5396,85.8848,Low
28,43,0.19,80,44396,13.1243,85.9506,Low
47,57,0.45,20,31902,28.5875,88.573,Low
29,70,0.22,34,3632,21.9458,90.2236,Low
48,63,0.14,90,4668,35.555,76.5803,High
32,68,0.67,43,11606,34.573,68.3332,Low
40,42,0.26,31,28300,15.7064,92.0502,Low
31,62,0.32,86,29872,34.8433,83.1685,Low
34,56,0.8,71,13681,15.1689,92.9423,Low
35,76,0.5,52,48941,35.1828,84.3105,Low
38,28,0.45,52,18949,25.7164,69.444,Medium
48,76,0.56,74,22479,28.9439,84.2681,Medium
45,85,0.2,77,21315,18.7924,80.5841,High
31,42,0.79,68,48213,34.8344,90.6369,Low
40,45,0.77,20,14612,22.4406,88.9977,Low
44,26,0.48,50,16008,33.0407,76.5686,Low
32,60,0.51,59,6130,36.892,90.47,Low
41,79,0.74,70,17374,9.3941,86.5584,Medium
28,87,0.66,44,23208,34.1764,71.9924,Low
31,46,0.73,45,46804,26.6282,68.3187,Low
41,31,0.71,91,19195,29.1991,77.562,Medium
47,73,0.17,77,35252,19.7795,95.3112,High
30,54,0.7,25,16810,15.3008,86.7848,Low
48,74,0.45,37,17165,33.7629,84.3821,Low
35,49,0.58,32,2994,36.467,90.8241,Low
34,49,0.31,62,31749,27.4451,77.6322,Low
46,26,0.61,20,16827,21.0656,94.4149,Low
36,90,0.69,55,25347,21.5358,75.3009,Medium
47,75,0.63,35,28000,18.9889,71.6822,Low
37,22,0.72,51,3308,33.3167,71.2729,Medium
39,63,0.61,69,9052,13.2718,79.5167,Medium
45,24,0.48,71,23502,14.5629,84.6337,Medium
33,85,0.51,62,34939,29.8715,77.5429,Low
47,34,0.33,41,36200,13.0034,83.5864,Low
35,58,0.65,79,37130,31.3451,89.7853,Low
45,82,0.57,83,10716,26.3383,84.5341,Medium
30,85,0.24,68,11403,33.6245,71.4789,Low
41,52,0.63,50,5848,25.0446,89.75,Low
31,83,0.74,81,44491,14.0523,79.5783,Low
48,58,0.26,46,8570,33.9634,73.1458,Low
48,41,0.42,28,12347,21.996,92.2165,Low
37,39,0.33,95,18415,31.9316,95.0875,Medium
36,27,0.55,73,46067,23.9381,68.3842,Medium
42,70,0.21,35,29590,34.5097,76.6132,Low
29,62,0.14,59,30348,18.3562,73.4762,Low
37,44,0.56,74,34938,27.6392,82.6326,Medium
48,85,0.54,83,26142,22.552,94.1026,Medium
42,89,0.49,20,43162,27.2316,88.953,Low
40,83,0.29,36,8345,13.2286,91.0794,Low
42,64,0.55,64,20404,25.2162,81.0014,Medium
28,85,0.61,35,9701,24.3287,96.5973,Low
35,48,0.51,56,10878,27.3367,85.9649,Low
32,76,0.21,84,16048,9.5446,81.0936,Low
34,51,0.63,33,33374,31.8748,93.1829,Low
37,57,0.7,34,33299,16.7428,84.7292,Low
38,28,0.63,92,23782,29.5376,91.3715,Medium
48,24,0.34,22,25226,13.0766,74.3253,Low
39,55,0.33,53,20517,18.3807,96.6447,Medium
28,56,0.35,58,30008,16.4444,91.299,Low
35,84,0.15,55,46646,31.8854,85.5848,Low
42,26,0.72,87,35586,29.0415,87.4316,Medium
35,82,0.77,24,35752,22.04,83.5161,Low
33,59,0.26,95,6464,32.1212,80.3663,Low
44,46,0.28,84,21674,27.855,73.9876,High
45,51,0.16,35,9838,12.1927,91.7971,Low
36,45,0.53,83,24105,21.8484,81.137,Medium
28,41,0.36,91,20013,33.8535,72.1583,Low
39,75,0.74,51,5346,23.1862,79.0556,Medium
32,45,0.65,26,30377,36.6507,92.7613,Low
42,48,0.38,23,11407,34.9456,82.7398,Low
30,48,0.75,22,34824,33.6091,91.2674,Low
47,74,0.27,26,10631,27.1674,86.3923,Low
35,57,0.7,71,14650,12.7076,68.1879,Low
37,81,0.19,43,42633,29.975,78.3338,Low
46,70,0.33,87,3233,19.1722,89.6392,Medium
42,49,0.59,36,48633,32.091,85.7317,Low
48,49,0.21,39,31820,9.5389,76.8379,Low
40,64,0.42,62,3607,27.5857,77.4936,Medium
38,72,0.47,62,21387,18.0979,90.4878,Medium
28,84,0.63,55,38927,28.6513,90.2801,Low
34,87,0.63,22,2145,21.9295,77.657,Low
31,75,0.24,53,38508,19.0313,86.1671,Low
43,60,0.69,31,32588,33.6888,85.1348,Low
33,39,0.56,63,22413,33.7074,94.854,Low
47,81,0.29,85,8749,28.133,78.1297,High
37,69,0.38,25,39951,27.4034,73.7646,Low
34,22,0.31,93,8407,16.3458,92.281,Low
47,31,0.48,52,10136,13.8232,72.2754,Medium
28,63,0.61,93,6269,15.3982,87.8162,Low
35,84,0.37,50,12639,17.0057,78.3161,Low
40,57,0.64,37,30634,15.4391,93.6486,Low
43,56,0.25,52,42051,10.8759,80.305,Medium
41,28,0.44,31,20989,33.6844,81.63,Low
45,69,0.44,72,45257,26.0251,88.2023,Medium
45,48,0.38,57,32700,23.4957,72.6096,Medium
